0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;-1.0;-1.0;1.255578286698443E-10;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;-1.0;5.252309907037434E-6;4.254371024700322E-6;
4.7270789163336905E-6;-1.0;5.83589989670826E-6;-1.0;
5.252309907037434E-6;-1.0;-1.0;6.484333218564733E-6;
0.0;0.0;0.0;0.0;
-1.0;-1.0;8.005349652549053E-6;-1.0;
7.204814687294148E-6;-1.0;8.894832947276726E-6;-1.0;
8.005349652549053E-6;-1.0;8.005349652549053E-6;9.883147719196362E-6;
8.894832947276726E-6;-1.0;7.204814687294148E-6;-1.0;
8.005349652549053E-6;-1.0;-1.0;6.484333218564733E-6;
0.0;0.0;0.0;0.0;
-1.0;-1.0;3.4460405300072607E-6;4.254371024700322E-6;
3.8289339222302895E-6;-1.0;3.1014364770065346E-6;-1.0;
3.4460405300072607E-6;-1.0;2.7912928293058814E-6;-1.0;
3.1014364770065346E-6;-1.0;2.512163546375293E-6;-1.0;
2.7912928293058814E-6;-1.0;2.260947191737764E-6;2.260947191737764E-6;
2.512163546375293E-6;-1.0;2.0348524725639877E-6;-1.0;
2.260947191737764E-6;-1.0;-1.0;-1.0;
0.0;0.0;0.0;0.0;
-1.0;-1.0;7.414064225125638E-11;6.005392022351767E-11;
6.672657802613074E-11;-1.0;8.237849139028486E-11;-1.0;
7.414064225125638E-11;-1.0;9.153165710031651E-11;-1.0;
8.237849139028486E-11;-1.0;1.017018412225739E-10;-1.0;
9.153165710031651E-11;-1.0;1.1300204580285988E-10;-1.0;
1.017018412225739E-10;-1.0;1.255578286698443E-10;-1.0;
1.1300204580285988E-10;-1.0;1.3950869852204922E-10;1.3950869852204922E-10;
1.255578286698443E-10;-1.0;1.5500966502449912E-10;-1.0;
1.3950869852204922E-10;-1.0;-1.0;1.7223296113833237E-10;
0.0;0.0;0.0;0.0;
-1.0;1.1300204580285988E-10;1.1300204580285988E-10;1.3950869852204922E-10;
1.255578286698443E-10;-1.0;1.017018412225739E-10;-1.0;
1.1300204580285988E-10;-1.0;-1.0;9.153165710031651E-11;
0.0;0.0;0.0;0.0;
-1.0;-1.0;1.696100085259505E-11;-1.0;
1.5264900767335545E-11;-1.0;1.884555650288339E-11;-1.0;
1.696100085259505E-11;-1.0;2.0939507225425988E-11;-1.0;
1.884555650288339E-11;-1.0;2.326611913936221E-11;-1.0;
2.0939507225425988E-11;-1.0;2.0939507225425988E-11;2.5851243488180232E-11;
2.326611913936221E-11;-1.0;1.884555650288339E-11;-1.0;
2.0939507225425988E-11;-1.0;1.696100085259505E-11;-1.0;
1.884555650288339E-11;-1.0;1.5264900767335545E-11;-1.0;
1.696100085259505E-11;-1.0;1.373841069060199E-11;-1.0;
1.5264900767335545E-11;-1.0;1.236456962154179E-11;-1.0;
1.373841069060199E-11;-1.0;1.1128112659387612E-11;-1.0;
1.236456962154179E-11;-1.0;1.001530139344885E-11;-1.0;
1.1128112659387612E-11;-1.0;9.013771254103965E-12;-1.0;
1.001530139344885E-11;-1.0;8.112394128693568E-12;-1.0;
9.013771254103965E-12;-1.0;7.301154715824212E-12;-1.0;
8.112394128693568E-12;-1.0;6.571039244241791E-12;-1.0;
7.301154715824212E-12;-1.0;5.9139353198176115E-12;-1.0;
6.571039244241791E-12;-1.0;5.3225417878358506E-12;-1.0;
5.9139353198176115E-12;-1.0;4.7902876090522656E-12;4.7902876090522656E-12;
5.3225417878358506E-12;-1.0;4.311258848147039E-12;-1.0;
4.7902876090522656E-12;-1.0;3.880132963332335E-12;-1.0;
4.311258848147039E-12;-1.0;3.4921196669991017E-12;-1.0;
3.880132963332335E-12;-1.0;3.1429077002991917E-12;-1.0;
3.4921196669991017E-12;-1.0;2.8286169302692725E-12;-1.0;
3.1429077002991917E-12;-1.0;2.5457552372423453E-12;-1.0;
2.8286169302692725E-12;-1.0;2.291179713518111E-12;-1.0;
2.5457552372423453E-12;-1.0;-1.0;-1.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;4.7270789163336905E-6;-1.0;3.8289339222302895E-6;
0.0;0.0;0.0;0.0;
-1.0;5.83589989670826E-6;-1.0;7.204814687294148E-6;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;8.894832947276726E-6;-1.0;1.0981275243551513E-5;
0.0;0.0;0.0;0.0;
-1.0;7.204814687294148E-6;-1.0;5.83589989670826E-6;
0.0;0.0;0.0;0.0;
-1.0;3.8289339222302895E-6;-1.0;4.7270789163336905E-6;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;2.512163546375293E-6;-1.0;2.0348524725639877E-6;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;6.672657802613074E-11;-1.0;5.4048528201165905E-11;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;1.255578286698443E-10;-1.0;1.5500966502449912E-10;
0.0;0.0;0.0;0.0;
-1.0;1.5500966502449912E-10;-1.0;1.913699568203693E-10;
0.0;0.0;0.0;0.0;
-1.0;1.255578286698443E-10;-1.0;1.5500966502449912E-10;
0.0;0.0;0.0;0.0;
-1.0;1.017018412225739E-10;-1.0;8.237849139028486E-11;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;2.326611913936221E-11;-1.0;2.8723603875755813E-11;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
-1.0;5.3225417878358506E-12;-1.0;4.311258848147039E-12;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;
